,Time,Time (s),Head Temp [°F],RPM [rpm],GPS_Speed [mph],Prop Slip [% Slip]
725,,14500,243724,7819778,28272,75820
726,,14520,243724,7815386,28277,75802
727,,14540,243724,7810995,28281,75785
728,,14560,243724,7823017,28285,75819
729,,14580,243724,7851453,28289,75903
730,,14600,243724,7879889,28293,75986
731,,14620,243724,7904318,28297,76057
732,,14640,243724,7928746,28301,76127
733,,14660,243724,7955892,28306,76205
734,,14680,243724,7985756,28310,76290
735,,14700,243724,8015619,28314,76376
736,,14720,243724,8048227,28318,76467
737,,14740,243724,8080835,28322,76559
738,,14760,243724,8108969,28326,76637
739,,14780,243724,8132629,28330,76702
740,,14800,243724,8156290,28335,76766
741,,14820,243724,8181322,28322,76847
742,,14840,243724,8206354,28310,76928
743,,14860,243724,8228752,28297,77001
744,,14880,243724,8248515,28285,77066
745,,14900,243724,8268277,28272,77131
746,,14920,243724,8269155,28260,77144
747,,14940,243724,8270033,28248,77156
748,,14960,243724,8251342,28235,77114
749,,14980,243724,8213079,28223,77017
750,,15000,243724,8174817,28210,76921
751,,15020,243724,8157415,28198,76881
752,,15040,243724,8140013,28185,76842
753,,15060,243724,8136252,28173,76842
754,,15080,243724,8146134,28161,76880
755,,15100,243724,8156015,28148,76918
756,,15120,243724,8169135,28123,76976
757,,15140,243724,8182255,28098,77033
758,,15160,243724,8195458,28074,77090
759,,15180,243724,8208742,28049,77147
760,,15200,243724,8222027,28024,77205
761,,15220,243724,8266822,27999,77347
762,,15240,243724,8311617,27974,77490
763,,15260,243724,8350044,27949,77614
764,,15280,243724,8382104,27924,77719
765,,15300,243724,8414163,27900,77824
766,,15320,243724,8422837,27912,77837
767,,15340,243724,8431510,27924,77850
768,,15360,243724,8433870,27937,77846
769,,15380,243724,8429918,27949,77826
770,,15400,243724,8425966,27962,77806
771,,15420,243724,8418061,27968,77780
772,,15440,243724,8410155,27974,77754
773,,15460,243724,8402717,27980,77729
774,,15480,243724,8395745,27987,77706
775,,15500,243724,8388773,27993,77683
776,,15520,243724,8364180,27999,77612
777,,15540,243724,8339587,28005,77541
778,,15560,243724,8320647,28011,77485
779,,15580,243724,8307363,28018,77444
780,,15600,243724,8294078,28024,77403
781,,15620,243724,8296933,28011,77421
782,,15640,243724,8299787,27999,77438
783,,15660,243724,8298442,27987,77445
784,,15680,243724,8292898,27974,77440
785,,15700,243724,8287354,27962,77435
786,,15720,243724,8287079,27966,77430
787,,15740,243724,8286805,27970,77426
788,,15760,243724,8288808,27974,77428
789,,15780,243724,8293090,27978,77437
790,,15800,243724,8297372,27982,77445
791,,15820,243724,8307638,27987,77470
792,,15840,243724,8317903,27991,77494
793,,15860,243724,8321060,27995,77499
794,,15880,243724,8317107,27999,77485
795,,15900,243724,8313154,28003,77471
796,,15920,243724,8315734,28007,77475
797,,15940,243724,8318314,28011,77479
798,,15960,243724,8320400,28016,77481
799,,15980,243724,8321993,28020,77482
800,,16000,243724,8323585,28024,77483
801,,16020,243724,8315405,28011,77471
802,,16040,243724,8307226,27999,77459
803,,16060,243724,8295944,27987,77438
804,,16080,243724,8281563,27974,77409
805,,16100,243724,8267180,27962,77379
806,,16120,243724,8255541,27955,77353
807,,16140,243724,8243903,27949,77326
808,,16160,243724,8232896,27943,77300
809,,16180,243724,8222521,27937,77277
810,,16200,243724,8212146,27931,77253
811,,16220,243724,8193043,27924,77205
812,,16240,243724,8173938,27918,77157
813,,16260,243724,8156564,27912,77113
814,,16280,243724,8140919,27906,77074
815,,16300,243724,8125273,27900,77036
816,,16320,243724,8129391,27895,77051
817,,16340,243724,8133508,27891,77066
818,,16360,243724,8135429,27887,77074
819,,16380,243724,8135155,27883,77077
820,,16400,243724,8134880,27879,77080
821,,16420,243724,8140315,27875,77098
822,,16440,243724,8145750,27871,77117
823,,16460,243724,8138421,27866,77100
824,,16480,243724,8118329,27862,77046
825,,16500,243724,8098237,27858,76993
826,,16520,243724,8081165,27854,76948
827,,16540,243724,8064092,27850,76902
828,,16560,243724,8053634,27846,76876
829,,16580,243724,8049792,27842,76868
830,,16600,243724,8045949,27837,76861
831,,16620,243724,8053963,27825,76894
832,,16640,243724,8061979,27813,76927
833,,16660,243724,8057093,27800,76924
834,,16680,243724,8039307,27788,76883
835,,16700,243724,8021521,27775,76842
836,,16720,243724,8010102,27763,76819
837,,16740,243724,7998684,27750,76797
838,,16760,243724,7990999,27738,76785
839,,16780,243724,7987046,27726,76784
840,,16800,243724,7983093,27713,76783
841,,16820,243724,7980349,27701,76785
842,,16840,243724,7977604,27688,76788
843,,16860,243724,7988391,27676,76829
844,,16880,243724,8012709,27663,76910
845,,16900,243724,8037028,27651,76990
846,,16920,243724,8026269,27626,76980
847,,16940,243724,8015509,27601,76970
848,,16960,243724,8001565,27576,76951
849,,16980,243724,7984438,27552,76922
850,,17000,243724,7967311,27527,76893
851,,17020,243724,7941894,27514,76829
852,,17040,243724,7916477,27502,76766
853,,17060,243724,7903769,27489,76739
854,,17080,243724,7903769,27477,76750
855,,17100,243724,7903769,27465,76760
856,,17120,243724,7902835,27456,76764
857,,17140,243724,7901902,27448,76769
858,,17160,243724,7896770,27440,76760
859,,17180,243724,7887437,27431,76740
860,,17200,243724,7878105,27423,76719
861,,17220,243724,7874976,27415,76717
862,,17240,243724,7871847,27407,76715
863,,17260,243724,7873686,27398,76728
864,,17280,243724,7880493,27390,76755
865,,17300,243724,7887300,27382,76782
866,,17320,243724,7874180,27373,76750
867,,17340,243724,7861060,27365,76718
868,,17360,243724,7846210,27357,76681
869,,17380,243724,7829632,27349,76639
870,,17400,243724,7813053,27340,76597
871,,17420,243724,7826009,27334,76641
872,,17440,243724,7838964,27328,76684
873,,17460,243724,7856750,27322,76742
874,,17480,243724,7879367,27315,76814
875,,17500,243724,7901984,27309,76886
876,,17520,243724,7909230,27303,76913
877,,17540,243724,7916477,27297,76939
878,,17560,243724,7920320,27291,76956
879,,17580,243724,7920759,27284,76962
880,,17600,243724,7921198,27278,76969
881,,17620,243724,7940357,27266,77034
882,,17640,243724,7959516,27253,77100
883,,17660,243724,7990065,27241,77198
884,,17680,243724,8032005,27228,77327
885,,17700,243724,8073946,27216,77456
886,,17720,243724,8142511,27179,77673
887,,17740,243724,8211076,27141,77891
888,,17760,243724,8255377,27104,78042
889,,17780,243724,8275413,27067,78125
890,,17800,243724,8295450,27030,78208
891,,17820,243724,8275798,27036,78151
892,,17840,243724,8256145,27042,78094
893,,17860,243724,8233720,27048,78029
894,,17880,243724,8208522,27055,77957
895,,17900,243724,8183326,27061,77884
896,,17920,243724,8170535,27067,77844
897,,17940,243724,8157745,27073,77804
898,,17960,243724,8150938,27079,77781
899,,17980,243724,8150114,27086,77774
900,,18000,243724,8149291,27092,77766
901,,18020,243724,8168175,27104,77807
902,,18040,243724,8187059,27117,77848
903,,18060,243724,8186373,27129,77836
904,,18080,243724,8166116,27141,77771
905,,18100,243724,8145859,27154,77706
906,,18120,243724,8149977,27129,77737
907,,18140,243724,8154094,27104,77769
908,,18160,243724,8160297,27079,77806
909,,18180,243724,8168586,27055,77849
910,,18200,243724,8176875,27030,77892
911,,18220,243724,8177754,27028,77896
912,,18240,243724,8178632,27027,77899
913,,18260,243724,8188623,27025,77927
914,,18280,243724,8207728,27023,77980
915,,18300,243724,8226831,27022,78033
916,,18320,243724,8235449,27020,78057
917,,18340,243724,8244067,27019,78081
918,,18360,243724,8238413,27017,78067
919,,18380,243724,8218486,27016,78015
920,,18400,243724,8198560,27014,77963
921,,18420,243724,8170892,27013,77889
922,,18440,243724,8143225,27011,77816
923,,18460,243724,8134441,27009,77793
924,,18480,243724,8144542,27008,77822
925,,18500,243724,8154643,27006,77851
926,,18520,243724,8161944,27005,77872
927,,18540,243724,8169245,27003,77893
928,,18560,243724,8164250,27002,77881
929,,18580,243724,8146957,27000,77835
930,,18600,243724,8129665,26999,77789
931,,18620,243724,8126152,26997,77781
932,,18640,243724,8122639,26995,77773
933,,18660,243724,8124669,26994,77779
934,,18680,243724,8132245,26992,77801
935,,18700,243724,8139821,26991,77823
936,,18720,243724,8161560,26989,77883
937,,18740,243724,8183298,26988,77943
938,,18760,243724,8195897,26986,77979
939,,18780,243724,8199355,26985,77989
940,,18800,243724,8202813,26983,78000
941,,18820,243724,8206162,26981,78010
942,,18840,243724,8209511,26980,78020
943,,18860,243724,8198889,26978,77993
944,,18880,243724,8174295,26977,77928
945,,18900,243724,8149702,26975,77863
946,,18920,243724,8154368,26974,77877
947,,18940,243724,8159035,26972,77891
948,,18960,243724,8156949,26971,77886
949,,18980,243724,8148110,26969,77864
950,,19000,243724,8139272,26968,77841
951,,19020,243724,8113690,26955,77781
952,,19040,243724,8088109,26943,77721
953,,19060,243724,8069719,26930,77681
954,,19080,243724,8058520,26918,77660
955,,19100,243724,8047321,26905,77639
956,,19120,243724,8083113,26918,77728
957,,19140,243724,8118906,26930,77816
958,,19160,243724,8153380,26943,77899
959,,19180,243724,8186537,26955,77979
960,,19200,243724,8219694,26968,78058
961,,19220,243724,8259220,26974,78157
962,,19240,243724,8298744,26980,78256
963,,19260,243724,8357044,26986,78402
964,,19280,243724,8434117,26992,78593
965,,19300,243724,8511191,26999,78785
966,,19320,243724,8586398,27005,78963
967,,19340,243724,8661606,27011,79142
968,,19360,243724,8732147,27017,79306
969,,19380,243724,8798022,27023,79456
970,,19400,243724,8863897,27030,79606
971,,19420,243724,8885361,27042,79645
972,,19440,243724,8906825,27055,79685
973,,19460,243724,8921346,27067,79709
974,,19480,243724,8928921,27079,79717
975,,19500,243724,8936497,27092,79725
976,,19520,243724,8936826,27117,79707
977,,19540,243724,8937155,27141,79689
978,,19560,243724,8924941,27166,79642
979,,19580,243724,8900184,27191,79567
980,,19600,243724,8875426,27216,79492
981,,19620,243724,8824373,27241,79353
982,,19640,243724,8773319,27266,79214
983,,19660,243724,8715651,27291,79057
984,,19680,243724,8651368,27315,78882
985,,19700,243724,8587085,27340,78706
986,,19720,243724,8549042,27365,78591
987,,19740,243724,8510999,27390,78476
988,,19760,243724,8477128,27415,78371
989,,19780,243724,8447430,27440,78275
990,,19800,243724,8417731,27465,78179
991,,19820,243724,8421135,27471,78183
992,,19840,243724,8424538,27477,78187
993,,19860,243724,8419652,27483,78169
994,,19880,243724,8406478,27489,78130
995,,19900,243724,8393303,27496,78091
996,,19920,243724,8359597,27502,77997
997,,19940,243724,8325891,27508,77903
998,,19960,243724,8291635,27514,77807
999,,19980,243724,8256831,27521,77708
1000,,20000,243724,8222027,27527,77609
1001,,20020,243724,8177452,27533,77481
1002,,20040,243724,8132876,27539,77353
1003,,20060,243724,8112043,27545,77290
1004,,20080,243724,8114953,27552,77293
1005,,20100,243724,8117862,27558,77296
1006,,20120,243724,8106279,27564,77259
1007,,20140,243724,8094696,27570,77221
1008,,20160,243724,8093489,27576,77212
1009,,20180,243724,8102656,27583,77233
1010,,20200,243724,8111824,27589,77254
1011,,20220,243724,8119345,27576,77285
1012,,20240,243724,8126866,27564,77316
1013,,20260,243724,8135429,27552,77350
1014,,20280,243724,8145036,27539,77387
1015,,20300,243724,8154643,27527,77424
1016,,20320,243724,8155191,27502,77446
1017,,20340,243724,8155741,27477,77468
1018,,20360,243724,8154148,27452,77484
1019,,20380,243724,8150416,27427,77494
1020,,20400,243724,8146683,27402,77504
1021,,20420,243724,8157607,27378,77554
1022,,20440,243724,8168531,27353,77605
1023,,20460,243724,8177123,27328,77649
1024,,20480,243724,8183381,27303,77686
1025,,20500,243724,8189639,27278,77723
1026,,20520,243724,8181020,27291,77690
1027,,20540,243724,8172401,27303,77656
1028,,20560,243724,8192658,27315,77701
1029,,20580,243724,8241790,27328,77823
1030,,20600,243724,8290922,27340,77946
1031,,20620,243724,8367611,27353,78135
1032,,20640,243724,8444301,27365,78325
1033,,20660,243724,8498208,27378,78454
1034,,20680,243724,8529334,27390,78523
1035,,20700,243724,8560460,27402,78591
1036,,20720,243724,8559691,27427,78570
1037,,20740,243724,8558923,27452,78549
1038,,20760,243724,8550140,27477,78507
1039,,20780,243724,8533342,27502,78445
1040,,20800,243724,8516544,27527,78383
1041,,20820,243724,8518739,27539,78379
1042,,20840,243724,8520936,27552,78375
1043,,20860,243724,8514019,27564,78348
1044,,20880,243724,8497988,27576,78297
1045,,20900,243724,8481959,27589,78246
1046,,20920,243724,8450833,27595,78161
1047,,20940,243724,8419707,27601,78075
1048,,20960,243724,8383284,27608,77975
1049,,20980,243724,8341563,27614,77859
1050,,21000,243724,8299843,27620,77744
1051,,21020,243724,8279146,27626,77683
1052,,21040,243724,8258450,27632,77622
1053,,21060,243724,8257435,27639,77614
1054,,21080,243724,8276100,27645,77660
1055,,21100,243724,8294765,27651,77705
1056,,21120,243724,8276868,27639,77667
1057,,21140,243724,8258973,27626,77629
1058,,21160,243724,8231332,27614,77563
1059,,21180,243724,8193948,27601,77471
1060,,21200,243724,8156564,27589,77378
1061,,21220,243724,8134057,27576,77326
1062,,21240,243724,8111549,27564,77273
1063,,21260,243724,8107679,27552,77273
1064,,21280,243724,8122446,27539,77324
1065,,21300,243724,8137213,27527,77376
1066,,21320,243724,8175531,27514,77491
1067,,21340,243724,8213848,27502,77606
1068,,21360,243724,8228203,27489,77656
1069,,21380,243724,8218597,27477,77640
1070,,21400,243724,8208989,27465,77624
1071,,21420,243724,8214095,27477,77628
1072,,21440,243724,8219200,27489,77632
1073,,21460,243724,8217471,27502,77617
1074,,21480,243724,8208907,27514,77583
1075,,21500,243724,8200344,27527,77550
1076,,21520,243724,8209292,27539,77564
1077,,21540,243724,8218240,27552,77579
1078,,21560,243724,8249421,27564,77652
1079,,21580,243724,8302834,27576,77786
1080,,21600,243724,8356248,27589,77919
1081,,21620,243724,8416249,27576,78085
1082,,21640,243724,8476250,27564,78250
1083,,21660,243724,8528730,27552,78394
1084,,21680,243724,8573690,27539,78517
1085,,21700,243724,8618650,27527,78639
1086,,21720,243724,8638193,27539,78678
1087,,21740,243724,8657736,27552,78717
1088,,21760,243724,8674479,27564,78748
1089,,21780,243724,8688423,27576,78773
1090,,21800,243724,8702366,27589,78797
1091,,21820,243724,8697370,27614,78766
1092,,21840,243724,8692375,27639,78735
1093,,21860,243724,8670801,27663,78662
1094,,21880,243724,8632648,27688,78548
1095,,21900,243724,8594496,27713,78434
1096,,21920,243724,8550524,27738,78303
1097,,21940,243724,8506553,27763,78172
1098,,21960,243724,8467878,27788,78053
1099,,21980,243724,8434502,27813,77946
1100,,22000,243724,8401125,27837,77839
1101,,22020,243724,8388334,27833,77809
1102,,22040,243724,8375544,27829,77778
1103,,22060,243724,8363632,27825,77750
1104,,22080,243724,8352598,27821,77724
1105,,22100,243724,8341563,27817,77697
1106,,22120,243724,8304289,27813,77600
1107,,22140,243724,8267015,27808,77503
1108,,22160,243724,8231194,27804,77408
1109,,22180,243724,8196830,27800,77317
1110,,22200,243724,8162465,27796,77225
1111,,22220,243724,8149455,27792,77192
1112,,22240,243724,8136445,27788,77159
1113,,22260,243724,8122721,27784,77124
1114,,22280,243724,8108283,27779,77086
1115,,22300,243724,8093846,27775,77049
1116,,22320,243724,8074028,27771,76996
1117,,22340,243724,8054211,27767,76943
1118,,22360,243724,8040954,27763,76908
1119,,22380,243724,8034256,27759,76893
1120,,22400,243724,8027559,27755,76877
1121,,22420,243724,8002911,27750,76809
1122,,22440,243724,7978263,27746,76741
1123,,22460,243724,7979196,27742,76747
1124,,22480,243724,8005710,27738,76827
1125,,22500,243724,8032225,27734,76908
1126,,22520,243724,8077734,27730,77040
1127,,22540,243724,8123242,27726,77172
1128,,22560,243724,8173911,27721,77317
1129,,22580,243724,8229740,27717,77474
1130,,22600,243724,8285569,27713,77630
1131,,22620,243724,8311535,27726,77690
1132,,22640,243724,8337501,27738,77750
1133,,22660,243724,8359953,27750,77799
1134,,22680,243724,8378892,27763,77840
1135,,22700,243724,8397831,27775,77880
1136,,22720,243724,8385040,27750,77866
1137,,22740,243724,8372250,27726,77852
1138,,22760,243724,8359624,27701,77838
1139,,22780,243724,8347162,27676,77825
1140,,22800,243724,8334701,27651,77812
1141,,22820,243724,8287106,27676,77663
1142,,22840,243724,8239512,27701,77515
1143,,22860,243724,8197215,27726,77379
1144,,22880,243724,8160215,27750,77255
1145,,22900,243724,8123215,27775,77132
1146,,22920,243724,8118329,27771,77122
1147,,22940,243724,8113443,27767,77111
1148,,22960,243724,8111577,27763,77109
1149,,22980,243724,8112730,27759,77116
1150,,23000,243724,8113883,27755,77123
1151,,23020,243724,8125850,27750,77160
1152,,23040,243724,8137817,27746,77197
1153,,23060,243724,8140644,27742,77208
1154,,23080,243724,8134331,27738,77194
1155,,23100,243724,8128018,27734,77180
1156,,23120,243724,8126481,27730,77179
1157,,23140,243724,8124944,27726,77178
1158,,23160,243724,8105401,27721,77126
1159,,23180,243724,8067853,27717,77022
1160,,23200,243724,8030304,27713,76919
1161,,23220,243724,7988089,27688,76817
1162,,23240,243724,7945874,27663,76715
1163,,23260,243724,7922872,27639,76669
1164,,23280,243724,7919084,27614,76679
1165,,23300,243724,7915297,27589,76689
1166,,23320,243724,7912497,27583,76686
1167,,23340,243724,7909697,27576,76683
1168,,23360,243724,7899569,27570,76658
1169,,23380,243724,7882112,27564,76612
1170,,23400,243724,7864655,27558,76565
1171,,23420,243724,7859550,27552,76555
1172,,23440,243724,7854445,27545,76545
1173,,23460,243724,7862021,27539,76573
1174,,23480,243724,7882277,27533,76638
1175,,23500,243724,7902534,27527,76704
1176,,23520,243724,7903302,27521,76711
1177,,23540,243724,7904071,27514,76719
1178,,23560,243724,7914309,27508,76754
1179,,23580,243724,7934017,27502,76817
1180,,23600,243724,7953724,27496,76880
1181,,23620,243724,7953724,27489,76885
1182,,23640,243724,7953724,27483,76890
1183,,23660,243724,7960504,27477,76915
1184,,23680,243724,7974063,27471,76960
1185,,23700,243724,7987622,27465,77004
1186,,23720,243724,8015125,27460,77086
1187,,23740,243724,8042628,27456,77168
1188,,23760,243724,8062445,27452,77228
1189,,23780,243724,8074577,27448,77265
